element_chr	element_start	element_end	element_label	measuredGeneSymbol	element_effect	element_result	element_pValue	element_pValueAdjusted
chr12	54295641	54296181	chr12:54689425-54689965:.	HNRNPA1	0.057651618	TRUE	0.000400281379910732	0.00674760040420947
chr12	54296641	54297141	chr12:54690425-54690925:.	NFE2	0.11464728	TRUE	4.10343492672494e-09	8.07008868922571e-08
chr12	54297781	54298341	chr12:54691565-54692125:.	NFE2	0.06141957	TRUE	0.00105201741016124	0.0124138054399026
chr12	54300801	54301761	chr12:54694585-54695545:.	COPZ1	-0.028686317	TRUE	0.000565878598079953	0.0111289457622391
chr12	54300801	54301761	chr12:54694585-54695545:.	NFE2	0.07281088	TRUE	6.33918507074595e-12	1.87005959587006e-10
chr12	54300801	54301761	chr12:54694585-54695545:.	HNRNPA1	-0.034090185	TRUE	0.00020422479944928	0.00533393072154245
chr12	54303561	54304061	chr12:54697345-54697845:.	NFE2	0.19382487	TRUE	1.15245191553828e-22	4.53297753445057e-21
chr12	54303561	54304061	chr12:54697345-54697845:.	HNRNPA1	0.10191282	TRUE	4.65271273221385e-10	1.83006700800412e-08
chr12	54304241	54304761	chr12:54698025-54698545:.	COPZ1	-0.047548356	TRUE	1.78134230639975e-05	0.000525495980387927
chr12	54304241	54304761	chr12:54698025-54698545:.	NFE2	0.33725025	TRUE	7.65345176508069e-110	9.03107308279522e-108
chr12	54304241	54304761	chr12:54698025-54698545:.	HNRNPA1	0.185940881	TRUE	3.40191921921355e-55	4.01426467867199e-53
chr12	54306981	54307501	chr12:54700765-54701285:.	NFE2	0.07656823	TRUE	2.74452512721707e-08	4.62648521445164e-07
chr12	54306981	54307501	chr12:54700765-54701285:.	HNRNPA1	0.041273585	TRUE	0.000258372584832226	0.00533393072154245
chr12	54324681	54325181	chr12:54718465-54718965:.	COPZ1	0.098426122	TRUE	3.64220420853765e-13	2.14890048303721e-11
chr12	54330821	54331321	chr12:54724605-54725105:.	COPZ1	0.114541509	TRUE	5.0304013394315e-11	1.97862452684306e-09
chr12	54336381	54336901	chr12:54730165-54730685:.	COPZ1	0.087907702	TRUE	2.42498024744244e-05	0.000572295338396417
chr12	54337161	54337741	chr12:54730945-54731525:.	COPZ1	0.154910705	TRUE	1.90624140551288e-18	2.2493648585052e-16
chr12	54358253	54359157	Peak_11035|chr12:54358253-54359157	Peak_11035	-0.69049	TRUE	0.0025157	0.076177
chr12	54360761	54361261	chr12:54754545-54755045:.	NFE2	-0.05671661	TRUE	0.00444738947069603	0.0437326631285109
chr12	54417141	54417681	chr12:54810925-54811465:.	ITGA5	0.415706428	TRUE	1.25349717351353e-35	7.39563332372981e-34
chr12	54417141	54417681	chr12:54810925-54811465:.	NFE2	-0.05281027	TRUE	0.0042499255826436	0.0437326631285109
chr12	54419021	54419881	chr12:54812805-54813665:.	ITGA5	0.337644929	TRUE	1.03876180663904e-38	1.22573893183406e-36
chr12	56164077	56164354	Peak_37869|chr12:56164077-56164354	Peak_37869	-2.9135	TRUE	0.00014443	0.004096
chr12	56292973	56293447	Peak_29384|chr12:56292973-56293447	Peak_29384	-2.2226	TRUE	4.79e-06	0.000195
chr12	56524827	56525779	Peak_29543|chr12:56524827-56525779	Peak_29543	-2.8772	TRUE	0.0054071	0.087233
chr12	56680707	56681169	Peak_56833|chr12:56680707-56681169	Peak_56833	-0.64707	TRUE	0.0018463	0.060467
chr12	56719128	56719830	Peak_28891|chr12:56719128-56719830	Peak_28891	-0.81615	TRUE	0.00055941	0.013235
chr12	57245561	57245871	Peak_31352|chr12:57245561-57245871	Peak_31352	-0.39482	TRUE	0.0038162	0.065215
chr12	75670241	75670723	Peak_22741|chr12:75670241-75670723	Peak_22741	-1.6577	TRUE	1.2106e-05	0.000442
chr12	108605857	108606308	Peak_22897|chr12:108605857-108606308	Peak_22897	-1.7709	TRUE	0.003395	0.059205
chr12	108628663	108628989	Peak_37757|chr12:108628663-108628989	Peak_37757	-3.0561	TRUE	2.82e-07	1.5e-05
chr12	110432352	110432768	Peak_37862|chr12:110432352-110432768	Peak_37862	-2.5458	TRUE	0.013928	0.185675
chr12	110697945	110698350	Peak_31728|chr12:110697945-110698350	Peak_31728	-2.5458	TRUE	8.45e-07	4.3e-05
chr12	111994126	111994726	chr12:111994126-111994726:.	ERP29	1.432890888	TRUE	NA	NA
chr12	111995026	111995626	chr12:111995026-111995626:.	ERP29	1.101615025	TRUE	NA	NA
chr12	112005226	112006426	chr12:112005226-112006426:.	ERP29	-0.955166691	TRUE	NA	NA
chr12	112012926	112014926	chr12:112012926-112014926:.	ERP29	2.433122503	TRUE	NA	NA
chr12	121466217	121467353	Peak_11122|chr12:121466217-121467353	Peak_11122	-1.4825	TRUE	0.0026568	0.078944
chr12	121466217	121467353	Peak_11122|chr12:121466217-121467353	Peak_11122	-0.26802	TRUE	0.0072498	0.110381
chr12	121663573	121663960	Peak_31841|chr12:121663573-121663960	Peak_31841	-1.8423	TRUE	0.00017202	0.004809
chr12	121756822	121757088	Peak_40845|chr12:121756822-121757088	Peak_40845	-2.3796	TRUE	2.82e-07	1.5e-05
chr12	121811313	121813442	Peak_15646|chr12:121811313-121813442	Peak_15646	-0.44298	TRUE	0.0083782	0.1238
chr12	124680940	124681378	Peak_32577|chr12:124680940-124681378	Peak_32577	-0.77398	TRUE	0.0043542	0.115241
chr12	124803964	124804560	Peak_26449|chr12:124803964-124804560	Peak_26449	-1.4802	TRUE	0.0043542	0.115241
chr12	124927409	124929800	Peak_8455|chr12:124927409-124929800	Peak_8455	-0.60571	TRUE	0.010554	0.148345
chr12	124941748	124942175	Peak_29672|chr12:124941748-124942175	Peak_29672	-2.4167	TRUE	0.0032925	0.057906
chr12	131786274	131786550	Peak_49635|chr12:131786274-131786550	Peak_49635	-0.75944	TRUE	0.0045533	0.075248
chr12	132559962	132562375	Peak_4019|chr12:132559962-132562375	Peak_4019	0.30229	TRUE	0.0096355	0.137302
chr13	20721531	20722324	Peak_32794|chr13:20721531-20722324	Peak_32794	-0.3798	TRUE	0.01203	0.164743
chr13	21016549	21017783	Peak_26206|chr13:21016549-21017783	Peak_26206	-0.57306	TRUE	0.0077149	0.115659
chr13	22703993	22704523	Peak_26339|chr13:22703993-22704523	Peak_26339	-0.91915	TRUE	0.0037345	0.064444
chr13	27309588	27310021	Peak_28466|chr13:27309588-27310021	Peak_28466	-0.3326	TRUE	0.0045989	0.075585
chr13	30409861	30410309	Peak_27030|chr13:30409861-30410309	Peak_27030	-3.2192	TRUE	8.45e-07	4.3e-05
chr13	97976569	97977858	Peak_6379|chr13:97976569-97977858	Peak_6379	-1.6221	TRUE	0.0028685	0.082931
chr13	113912971	113913747	Peak_13341|chr13:113912971-113913747	Peak_13341	-3.4051	TRUE	2.82e-07	1.5e-05
chr13	114054852	114055147	Peak_46857|chr13:114054852-114055147	Peak_46857	-2.9556	TRUE	1.41e-06	6.9e-05
chr13	114063395	114067459	Peak_135|chr13:114063395-114067459	Peak_135	-0.46748	TRUE	0.0093973	0.135112
chr13	114152008	114152289	Peak_42992|chr13:114152008-114152289	Peak_42992	-2.1536	TRUE	0.00027506	0.007251
chr14	22570631	22571110	Peak_24118|chr14:22570631-22571110	Peak_24118	-1.1293	TRUE	6.7287e-05	0.002083
chr14	23829355	23830161	Peak_20331|chr14:23829355-23830161	Peak_20331	-3.4663	TRUE	8.45e-07	4.3e-05
chr14	49581445	49581881	Peak_41713|chr14:49581445-49581881	Peak_41713	-1.2835	TRUE	0.00037134	0.009341
chr14	49971956	49977311	Peak_553|chr14:49971956-49977311	Peak_553	-0.45674	TRUE	0.0011045	0.023742
chr14	57111178	57112387	Peak_11683|chr14:57111178-57112387	Peak_11683	-2.5242	TRUE	1.41e-06	6.9e-05
chr14	58265086	58265354	Peak_42120|chr14:58265086-58265354	Peak_42120	-2.9313	TRUE	0.0021439	0.040843
chr14	65355796	65356374	Peak_29124|chr14:65355796-65356374	Peak_29124	-2.7399	TRUE	2.8998e-05	0.00099
chr14	65478096	65478406	Peak_53858|chr14:65478096-65478406	Peak_53858	-0.41851	TRUE	0.010947	0.152415
chr14	68082387	68083027	Peak_23025|chr14:68082387-68083027	Peak_23025	-2.8455	TRUE	0.00041977	0.010381
chr14	74487381	74487673	Peak_36970|chr14:74487381-74487673	Peak_36970	-2.8688	TRUE	2.82e-07	1.5e-05
chr14	74615868	74620751	Peak_10169|chr14:74615868-74620751	Peak_10169	-0.90521	TRUE	0.0047001	0.120006
chr14	97180012	97181444	Peak_13581|chr14:97180012-97181444	Peak_13581	-0.51023	TRUE	0.0038081	0.104829
chr14	100204361	100205044	Peak_27428|chr14:100204361-100205044	Peak_27428	-0.65683	TRUE	0.0014068	0.029172
chr14	102016873	102017095	Peak_40871|chr14:102016873-102017095	Peak_40871	-3.5538	TRUE	2.82e-07	1.5e-05
chr14	102083108	102083550	Peak_41882|chr14:102083108-102083550	Peak_41882	-1.3425	TRUE	0.0047357	0.077679
chr14	102095534	102096110	Peak_39595|chr14:102095534-102096110	Peak_39595	-0.035603	TRUE	0.0082853	0.122633
chr14	102675618	102675920	Peak_36771|chr14:102675618-102675920	Peak_36771	-1.6139	TRUE	0.0071299	0.108829
chr14	104967278	104976084	Peak_212|chr14:104967278-104976084	Peak_212	-0.47972	TRUE	0.0045037	0.07457
chr15	35713581	35713970	Peak_27534|chr15:35713581-35713970	Peak_27534	-2.186	TRUE	0.001828	0.036209
chr15	36611979	36612432	Peak_25544|chr15:36611979-36612432	Peak_25544	-1.8821	TRUE	0.00037134	0.009341
chr15	37062243	37062607	Peak_28616|chr15:37062243-37062607	Peak_28616	-2.6785	TRUE	0.0038269	0.065215
chr15	40582608	40583630	Peak_17857|chr15:40582608-40583630	Peak_17857	-0.62811	TRUE	0.014888	0.196242
chr15	40785546	40785847	Peak_42043|chr15:40785546-40785847	Peak_42043	-2.5248	TRUE	0.00055153	0.013088
chr15	40790659	40791171	Peak_17964|chr15:40790659-40791171	Peak_17964	-1.0319	TRUE	0.00032461	0.008394
chr15	59174645	59174959	Peak_41465|chr15:59174645-59174959	Peak_41465	-2.6267	TRUE	0.00052281	0.012593
chr15	62262453	62262835	Peak_28290|chr15:62262453-62262835	Peak_28290	-1.2711	TRUE	0.0023055	0.043497
chr15	74926888	74927133	Peak_37892|chr15:74926888-74927133	Peak_37892	-2.8155	TRUE	3.66e-06	0.00016
chr15	80003225	80003742	Peak_24864|chr15:80003225-80003742	Peak_24864	-0.48615	TRUE	0.0045228	0.074816
chr15	90035163	90035462	Peak_43870|chr15:90035163-90035462	Peak_43870	-0.45251	TRUE	0.010306	0.145335
chr15	92915558	92918107	Peak_5953|chr15:92915558-92918107	Peak_5953	-0.36718	TRUE	0.0042745	0.071516
chr16	592104	594432	Peak_9511|chr16:592104-594432	Peak_9511	-0.40344	TRUE	0.0071299	0.108829
chr16	1043769	1044219	Peak_20653|chr16:1043769-1044219	Peak_20653	-0.44349	TRUE	0.010306	0.145335
chr16	1701545	1701908	Peak_43637|chr16:1701545-1701908	Peak_43637	-2.841	TRUE	3.1813e-05	0.001078
chr16	11092915	11095702	Peak_6722|chr16:11092915-11095702	Peak_6722	-0.6765	TRUE	0.0082413	0.122292
chr16	11597462	11597752	Peak_38827|chr16:11597462-11597752	Peak_38827	-3.4273	TRUE	0.0015971	0.032292
chr16	11627821	11628686	Peak_19206|chr16:11627821-11628686	Peak_19206	-0.42421	TRUE	0.0031568	0.056595
chr16	11880094	11880752	Peak_35741|chr16:11880094-11880752	Peak_35741	-1.9679	TRUE	0.009417	0.135175
chr16	30858810	30859077	Peak_42449|chr16:30858810-30859077	Peak_42449	-1.5257	TRUE	0.0035876	0.062275
chr16	57061157	57061790	Peak_37504|chr16:57061157-57061790	Peak_37504	-2.0014	TRUE	0.0011091	0.040252
chr16	57194105	57194937	Peak_18773|chr16:57194105-57194937	Peak_18773	-2.911	TRUE	2.82e-07	1.5e-05
chr16	57763670	57764211	Peak_23703|chr16:57763670-57764211	Peak_23703	-0.84881	TRUE	0.006008	0.146466
chr16	67235591	67235853	Peak_31771|chr16:67235591-67235853	Peak_31771	-1.4094	TRUE	0.0066755	0.103602
chr16	67267314	67268627	Peak_11283|chr16:67267314-67268627	Peak_11283	-3.041	TRUE	2.82e-07	1.5e-05
chr16	67833181	67833862	Peak_25240|chr16:67833181-67833862	Peak_25240	-2.3626	TRUE	2.87e-07	6.3e-05
chr16	67833181	67833862	Peak_25240|chr16:67833181-67833862	Peak_25240	-2.0087	TRUE	2.82e-07	1.5e-05
chr16	68141746	68143001	Peak_18183|chr16:68141746-68143001	Peak_18183	-0.45348	TRUE	0.0085662	0.125419
chr16	69058404	69058789	Peak_31312|chr16:69058404-69058789	Peak_31312	-2.0889	TRUE	2.82e-07	1.5e-05
chr16	69062859	69063726	Peak_18043|chr16:69062859-69063726	Peak_18043	-1.5804	TRUE	0.013928	0.185675
chr16	69074894	69075153	Peak_29769|chr16:69074894-69075153	Peak_29769	-2.8487	TRUE	0.0021439	0.040843
chr16	69359762	69360313	Peak_33451|chr16:69359762-69360313	Peak_33451	-3.0062	TRUE	0.0021433	0.040843
chr16	69360387	69360847	Peak_30456|chr16:69360387-69360847	Peak_30456	-3.2489	TRUE	0.0010752	0.023169
chr16	70488888	70489219	Peak_40327|chr16:70488888-70489219	Peak_40327	-2.7368	TRUE	0.0059266	0.092881
chr16	74557234	74557881	Peak_41476|chr16:74557234-74557881	Peak_41476	-1.1451	TRUE	0.00065595	0.026269
chr16	74563315	74563611	Peak_51026|chr16:74563315-74563611	Peak_51026	-3.1931	TRUE	0.0015977	0.032292
chr16	74580838	74582168	Peak_28490|chr16:74580838-74582168	Peak_28490	-2.7323	TRUE	1.41e-06	6.9e-05
chr16	88245848	88246267	Peak_29924|chr16:88245848-88246267	Peak_29924	-2.1204	TRUE	0.009653	0.137439
chr16	88739296	88739592	Peak_38247|chr16:88739296-88739592	Peak_38247	-0.73233	TRUE	7.5733e-05	0.00232
chr16	88922711	88923473	Peak_21595|chr16:88922711-88923473	Peak_21595	-1.1566	TRUE	0.0010466	0.038848
chr16	88931122	88931387	Peak_48730|chr16:88931122-88931387	Peak_48730	-2.323	TRUE	2.82e-07	1.5e-05
chr16	89240145	89240564	Peak_30132|chr16:89240145-89240564	Peak_30132	-3.316	TRUE	0.0010746	0.023169
chr16	89444887	89445167	Peak_39134|chr16:89444887-89445167	Peak_39134	-3.0418	TRUE	0.0032925	0.057906
chr17	1793372	1793684	Peak_37684|chr17:1793372-1793684	Peak_37684	-3.1862	TRUE	0.0015977	0.032292
chr17	2357119	2357429	Peak_52805|chr17:2357119-2357429	Peak_52805	-2.6228	TRUE	0.00044679	0.010941
chr17	2492907	2493223	Peak_43659|chr17:2492907-2493223	Peak_43659	-2.8328	TRUE	0.0021439	0.040843
chr17	2493396	2494208	Peak_24867|chr17:2493396-2494208	Peak_24867	-0.66919	TRUE	0.00037078	0.009341
chr17	2756058	2756376	Peak_35163|chr17:2756058-2756376	Peak_35163	-0.93139	TRUE	0.0017935	0.059302
chr17	4942711	4943737	Peak_39014|chr17:4942711-4943737	Peak_39014	-1.5066	TRUE	0.0049829	0.126851
chr17	7228247	7228555	Peak_45469|chr17:7228247-7228555	Peak_45469	-2.3804	TRUE	0.00023395	0.00631
chr17	7363638	7363997	Peak_35775|chr17:7363638-7363997	Peak_35775	-3.4371	TRUE	9.8818e-05	0.002925
chr17	28281992	28283656	Peak_15376|chr17:28281992-28283656	Peak_15376	-2.572	TRUE	0.00016526	0.00465
chr17	29584282	29584828	Peak_30319|chr17:29584282-29584828	Peak_30319	-0.41292	TRUE	0.0076501	0.115081
chr17	32854250	32854701	Peak_33861|chr17:32854250-32854701	Peak_33861	-2.8395	TRUE	2.1678e-05	0.000759
chr17	39675152	39675471	Peak_37260|chr17:39675152-39675471	Peak_37260	-3.0163	TRUE	1.41e-06	6.9e-05
chr17	40496092	40496376	Peak_38315|chr17:40496092-40496376	Peak_38315	-0.47767	TRUE	0.0045994	0.075585
chr17	41845829	41846769	Peak_19131|chr17:41845829-41846769	Peak_19131	-2.5791	TRUE	0.012377	0.168712
chr17	42347346	42347915	Peak_44189|chr17:42347346-42347915	Peak_44189	-2.8209	TRUE	0.00035107	0.009025
chr17	42406610	42407156	Peak_41730|chr17:42406610-42407156	Peak_41730	-1.4822	TRUE	0.0042745	0.071516
chr17	42541129	42541906	Peak_22242|chr17:42541129-42541906	Peak_22242	-1.2209	TRUE	0.0057808	0.142133
chr17	43001914	43002889	Peak_28041|chr17:43001914-43002889	Peak_28041	-0.64229	TRUE	0.0017193	0.034523
chr17	44417562	44417891	Peak_41918|chr17:44417562-44417891	Peak_41918	-3.0377	TRUE	2.82e-07	1.5e-05
chr17	44546835	44547112	Peak_34562|chr17:44546835-44547112	Peak_34562	-1.1625	TRUE	4.589e-05	0.001497
chr17	44813766	44815377	Peak_14599|chr17:44813766-44815377	Peak_14599	-2.0407	TRUE	4.223e-06	0.000179
chr17	47619761	47620094	Peak_51344|chr17:47619761-47620094	Peak_51344	-3.4785	TRUE	0.0010746	0.023169
chr17	48481054	48481357	Peak_37303|chr17:48481054-48481357	Peak_37303	-3.2915	TRUE	0.00021481	0.005865
chr17	50084216	50084948	Peak_27148|chr17:50084216-50084948	Peak_27148	-2.4617	TRUE	2.82e-07	1.5e-05
chr17	50117555	50117896	Peak_36143|chr17:50117555-50117896	Peak_36143	-0.90425	TRUE	0.011174	0.155083
chr17	50668441	50668819	Peak_38836|chr17:50668441-50668819	Peak_38836	-0.74319	TRUE	0.0088168	0.128659
chr17	50851796	50852126	Peak_40787|chr17:50851796-50852126	Peak_40787	-2.8243	TRUE	3.66e-06	0.00016
chr17	50904551	50905082	Peak_33417|chr17:50904551-50905082	Peak_33417	-0.50058	TRUE	0.00577	0.091497
chr17	51124812	51125233	Peak_25506|chr17:51124812-51125233	Peak_25506	-3.097	TRUE	0.0021484	0.040851
chr17	58001667	58002021	Peak_40751|chr17:58001667-58002021	Peak_40751	-1.7812	TRUE	0.0015206	0.031309
chr17	58513385	58514696	Peak_6644|chr17:58513385-58514696	Peak_6644	-0.3972	TRUE	0.0050319	0.082078
chr17	59216927	59217223	Peak_30799|chr17:59216927-59217223	Peak_30799	-3.0556	TRUE	1.41e-06	6.9e-05
chr17	59749239	59749585	Peak_43339|chr17:59749239-59749585	Peak_43339	-0.63289	TRUE	0.00053801	0.012902
chr17	59769305	59770899	Peak_15787|chr17:59769305-59770899	Peak_15787	-3.7458	TRUE	1.41e-06	6.9e-05
chr17	59778555	59780153	Peak_21599|chr17:59778555-59780153	Peak_21599	-1.4281	TRUE	0.005038	0.128064
chr17	59780254	59780540	Peak_25859|chr17:59780254-59780540	Peak_25859	-3.4733	TRUE	0.0010746	0.023169
chr17	61565760	61566188	Peak_21328|chr17:61565760-61566188	Peak_21328	-2.9321	TRUE	0.0021439	0.040843
chr17	72680549	72685249	Peak_1079|chr17:72680549-72685249	Peak_1079	-0.73767	TRUE	0.0054814	0.136718
chr17	75135360	75136341	Peak_39668|chr17:75135360-75136341	Peak_39668	-0.42086	TRUE	0.011174	0.155083
chr17	75702618	75704262	Peak_23002|chr17:75702618-75704262	Peak_23002	-0.3101	TRUE	0.0066717	0.158776
chr17	79799819	79802123	Peak_2306|chr17:79799819-79802123	Peak_2306	-0.70376	TRUE	0.0012726	0.044374
chr17	79851802	79852038	Peak_32084|chr17:79851802-79852038	Peak_32084	-0.55551	TRUE	0.0030583	0.055498
chr17	81651578	81651827	Peak_44366|chr17:81651578-81651827	Peak_44366	-0.23445	TRUE	0.013883	0.185638
chr17	81792586	81793712	Peak_23890|chr17:81792586-81793712	Peak_23890	-2.8356	TRUE	0.0048579	0.079387
chr17	81968174	81968651	Peak_33629|chr17:81968174-81968651	Peak_33629	-0.64578	TRUE	0.0032244	0.057437
chr17	82076274	82076846	Peak_46780|chr17:82076274-82076846	Peak_46780	-0.40522	TRUE	0.0025814	0.047931
chr17	82207502	82207795	Peak_35645|chr17:82207502-82207795	Peak_35645	-2.432	TRUE	0.0059266	0.092881
chr17	82261872	82262149	Peak_47871|chr17:82261872-82262149	Peak_47871	-3.2185	TRUE	2.82e-07	1.5e-05
chr17	82550103	82550366	Peak_39848|chr17:82550103-82550366	Peak_39848	-1.2337	TRUE	0.00043215	0.010658
chr17	82888509	82890356	Peak_17366|chr17:82888509-82890356	Peak_17366	-0.45429	TRUE	0.00881	0.128659
chr18	3350272	3352114	Peak_10173|chr18:3350272-3352114	Peak_10173	-0.42079	TRUE	0.0025932	0.0481
chr18	9363569	9365226	Peak_17144|chr18:9363569-9365226	Peak_17144	-3.1055	TRUE	2.82e-07	1.5e-05
chr18	9718587	9719177	Peak_21461|chr18:9718587-9719177	Peak_21461	-2.9601	TRUE	2.82e-07	1.5e-05
chr18	9933152	9933654	Peak_23965|chr18:9933152-9933654	Peak_23965	-0.83089	TRUE	0.0030172	0.054922
chr18	9933770	9934415	Peak_27126|chr18:9933770-9934415	Peak_27126	-1.9078	TRUE	0.0088754	0.129192
chr18	49655621	49656074	Peak_25516|chr18:49655621-49656074	Peak_25516	-0.56547	TRUE	0.0056597	0.090473
chr18	49858148	49859639	Peak_16963|chr18:49858148-49859639	Peak_16963	-0.71243	TRUE	0.0041718	0.112157
chr18	54968500	54969155	Peak_22152|chr18:54968500-54969155	Peak_22152	-3.7566	TRUE	2.82e-07	1.5e-05
chr18	57771377	57771846	Peak_31318|chr18:57771377-57771846	Peak_31318	-2.4731	TRUE	4.79e-06	0.000195
chr18	58290142	58290706	Peak_25776|chr18:58290142-58290706	Peak_25776	-2.9792	TRUE	2.82e-07	1.5e-05
chr19	579388	579612	Peak_50608|chr19:579388-579612	Peak_50608	-3.4506	TRUE	0.0022197	0.070186
chr19	579388	579612	Peak_50608|chr19:579388-579612	Peak_50608	-4.7529	TRUE	2.82e-07	1.5e-05
chr19	800126	802363	Peak_20749|chr19:800126-802363	Peak_20749	-1.068	TRUE	0.0027555	0.081298
chr19	1015067	1015443	Peak_32836|chr19:1015067-1015443	Peak_32836	-0.34133	TRUE	0.0053962	0.087212
chr19	1225557	1229124	Peak_6339|chr19:1225557-1229124	Peak_6339	-0.33825	TRUE	0.014548	0.192192
chr19	1240913	1249660	Peak_1105|chr19:1240913-1249660	Peak_1105	-0.45733	TRUE	0.0065398	0.157211
chr19	1240913	1249660	Peak_1105|chr19:1240913-1249660	Peak_1105	-0.16289	TRUE	0.0095347	0.13653
chr19	1324808	1325338	Peak_31319|chr19:1324808-1325338	Peak_31319	-0.39469	TRUE	0.011227	0.155572
chr19	1437443	1445899	Peak_4717|chr19:1437443-1445899	Peak_4717	-0.44593	TRUE	0.006158	0.096336
chr19	1506808	1509102	Peak_3444|chr19:1506808-1509102	Peak_3444	-0.35746	TRUE	0.012216	0.167035
chr19	1586341	1586836	Peak_41275|chr19:1586341-1586836	Peak_41275	-0.47784	TRUE	0.0029592	0.053978
chr19	2154376	2155114	Peak_14675|chr19:2154376-2155114	Peak_14675	-0.83327	TRUE	0.0058556	0.092428
chr19	2552845	2553306	Peak_34588|chr19:2552845-2553306	Peak_34588	-3.1238	TRUE	2.82e-07	1.5e-05
chr19	3075210	3075607	Peak_43691|chr19:3075210-3075607	Peak_43691	-1.9247	TRUE	4.5327e-05	0.001484
chr19	3379653	3380983	Peak_22250|chr19:3379653-3380983	Peak_22250	-2.3223	TRUE	0.00049972	0.012117
chr19	3716440	3716750	Peak_35864|chr19:3716440-3716750	Peak_35864	-0.34634	TRUE	0.0043866	0.072915
chr19	3989748	3990338	Peak_20989|chr19:3989748-3990338	Peak_20989	-2.0651	TRUE	0.0011039	0.023742
chr19	4492214	4493078	Peak_29942|chr19:4492214-4493078	Peak_29942	-3.6515	TRUE	0.0010746	0.023169
chr19	4583950	4584941	Peak_18012|chr19:4583950-4584941	Peak_18012	-0.92344	TRUE	0.0047557	0.121247
chr19	4726602	4727343	Peak_15501|chr19:4726602-4727343	Peak_15501	-2.5204	TRUE	0.005926	0.092881
chr19	5826457	5829776	Peak_1831|chr19:5826457-5829776	Peak_1831	-0.33302	TRUE	0.0021321	0.040843
chr19	6533949	6534312	Peak_26716|chr19:6533949-6534312	Peak_26716	-1.2234	TRUE	8.0237e-05	0.002424
chr19	12666511	12667031	chr19:12777325-12777845:.	WDR83OS	0.11337866	TRUE	2.9243392916524e-16	1.66687339624187e-14
chr19	12669331	12669911	chr19:12780145-12780725:.	WDR83OS	0.19334569	TRUE	1.42075973814883e-35	1.61966610148967e-33
chr19	12671911	12672491	chr19:12782725-12783305:.	DHPS	0.05960294	TRUE	6.7501441405725e-05	0.00156603344061282
chr19	12676251	12676771	chr19:12787065-12787585:.	DHPS	0.03780427	TRUE	1.32399625858242e-05	0.000383958914988902
chr19	12681111	12681611	chr19:12791925-12792425:.	WDR83OS	0.05451471	TRUE	0.000119831118570715	0.00273214950341231
chr19	12681111	12681611	chr19:12791925-12792425:.	DHPS	0.197891	TRUE	1.0569377842199e-84	1.22604782969509e-82
chr19	12681671	12682171	chr19:12792485-12792985:.	WDR83OS	0.06648965	TRUE	6.06773967398457e-05	0.0017293058070856
chr19	12681671	12682171	chr19:12792485-12792985:.	DHPS	0.22151394	TRUE	1.91641083000994e-80	1.11151828140577e-78
chr19	12716871	12717391	chr19:12827685-12828205:.	JUNB	-0.06835956	TRUE	0.000508860785192115	0.00975316504951554
chr19	12722491	12722991	chr19:12833305-12833805:.	C19orf43	0.02987449	TRUE	0.00130064240803926	0.0494244115054919
chr19	12734511	12735011	chr19:12845325-12845825:.	C19orf43	0.23692501	TRUE	2.61011910869101e-95	2.97553578390775e-93
chr19	12734511	12735011	chr19:12845325-12845825:.	RAD23A	0.050377789	TRUE	4.11044151752897e-08	1.18175193628958e-06
chr19	12734511	12735011	chr19:12845325-12845825:.	PRDX2	0.02106899	TRUE	0.00659348234187944	0.0478027469786259
chr19	12736851	12737351	chr19:12847665-12848165:.	C19orf43	0.06071364	TRUE	1.35941438550773e-09	7.74866199739409e-08
chr19	12757520	12758306	Peak_22747|chr19:12757520-12758306	Peak_22747	-0.27586	TRUE	0.012782	0.172765
chr19	12771390	12771727	Peak_29775|chr19:12771390-12771727	Peak_29775	-0.23989	TRUE	0.0080431	0.119553
chr19	12775491	12776011	chr19:12886305-12886825:.	DNASE2	0.04613057	TRUE	0.000454865724689084	0.0175881413546446
chr19	12775491	12776011	chr19:12886305-12886825:.	PRDX2	0.04766698	TRUE	4.26212084910252e-08	5.49340020550991e-07
chr19	12777511	12778031	chr19:12888325-12888845:.	PRDX2	0.06270154	TRUE	2.7910809364773e-15	4.62521983759096e-14
chr19	12779131	12779731	chr19:12889945-12890545:.	PRDX2	0.0447624	TRUE	2.15645486298947e-08	3.12685955133473e-07
chr19	12782291	12783171	chr19:12893105-12893985:.	JUNB	0.03541792	TRUE	0.000401852356801903	0.00924260420644376
chr19	12782291	12783171	chr19:12893105-12893985:.	PRDX2	0.04542805	TRUE	2.27162865730478e-15	4.39181540412257e-14
chr19	12784451	12784971	chr19:12895265-12895785:.	JUNB	0.07671502	TRUE	5.34796880443823e-05	0.00153754103127599
chr19	12784451	12784971	chr19:12895265-12895785:.	PRDX2	0.0310684	TRUE	0.00484672315104483	0.0401585632515143
chr19	12789831	12790351	chr19:12900645-12901165:.	JUNB	0.08833011	TRUE	6.50123802410692e-15	3.73821186386148e-13
chr19	12791191	12791731	chr19:12902005-12902545:.	JUNB	0.15140545	TRUE	2.72770356344756e-31	3.13685909796469e-29
chr19	12791191	12791731	chr19:12902005-12902545:.	PRDX2	-0.05927752	TRUE	5.50332186905551e-17	1.27677067362088e-15
chr19	12796031	12796931	chr19:12906845-12907745:.	PRDX2	0.11356419	TRUE	4.32799852243619e-54	1.25511957150649e-52
