OligoID	target
160705_180K_Arrays-43643	chrX:48776145-48776645
160705_180K_Arrays-48025	chrX:48776145-48776645
160705_180K_Arrays-44997	chrX:48776145-48776645
160705_180K_Arrays-43878	chrX:48776145-48776645
160705_180K_Arrays-42180	chrX:48776145-48776645
160705_180K_Arrays-39300	chrX:48776145-48776645
160705_180K_Arrays-42569	chrX:48776145-48776645
160705_180K_Arrays-41287	chrX:48776145-48776645
160705_180K_Arrays-35957	chrX:48776145-48776645
160705_180K_Arrays-39407	chrX:48776145-48776645
160705_180K_Arrays-40357	chrX:48776145-48776645
160705_180K_Arrays-42248	chrX:48776145-48776645
160705_180K_Arrays-35118	chrX:48776145-48776645
160705_180K_Arrays-35312	chrX:48776145-48776645
160705_180K_Arrays-41557	chrX:48776145-48776645
160705_180K_Arrays-43299	chrX:48776145-48776645
160705_180K_Arrays-39536	chrX:48776145-48776645
160705_180K_Arrays-40391	chrX:48776145-48776645
160705_180K_Arrays-42335	chrX:48776145-48776645
160705_180K_Arrays-41718	chrX:48776145-48776645
160705_180K_Arrays-41257	chrX:48776145-48776645
160705_180K_Arrays-49024	chrX:48776145-48776645
160705_180K_Arrays-37810	chrX:48776145-48776645
160705_180K_Arrays-42046	chrX:48776145-48776645
160705_180K_Arrays-43663	chrX:48776145-48776645
160705_180K_Arrays-42508	chrX:48776145-48776645
160705_180K_Arrays-40503	chrX:48776145-48776645
160705_180K_Arrays-41561	chrX:48776145-48776645
160705_180K_Arrays-42030	chrX:48776145-48776645
160705_180K_Arrays-32957	chrX:48776145-48776645
160705_180K_Arrays-44405	chrX:48776145-48776645
160705_180K_Arrays-44594	chrX:48776145-48776645
160705_180K_Arrays-36197	chrX:48776145-48776645
160705_180K_Arrays-35961	chrX:48776145-48776645
160705_180K_Arrays-32206	chrX:48776145-48776645
160705_180K_Arrays-41027	chrX:48776145-48776645
160705_180K_Arrays-41500	chrX:48776145-48776645
160705_180K_Arrays-42126	chrX:48776145-48776645
160705_180K_Arrays-41233	chrX:48776145-48776645
160705_180K_Arrays-40916	chrX:48776145-48776645
160705_180K_Arrays-45377	chrX:48776145-48776645
160705_180K_Arrays-41008	chrX:48776145-48776645
160705_180K_Arrays-39591	chrX:48776145-48776645
160705_180K_Arrays-40410	chrX:48776145-48776645
160705_180K_Arrays-40411	chrX:48776145-48776645
160705_180K_Arrays-42653	chrX:48777085-48777985
160705_180K_Arrays-40870	chrX:48777085-48777985
160705_180K_Arrays-41292	chrX:48777085-48777985
160705_180K_Arrays-44928	chrX:48777085-48777985
160705_180K_Arrays-45382	chrX:48777085-48777985
160705_180K_Arrays-41331	chrX:48777085-48777985
160705_180K_Arrays-44547	chrX:48777085-48777985
160705_180K_Arrays-43230	chrX:48777085-48777985
160705_180K_Arrays-44905	chrX:48777085-48777985
160705_180K_Arrays-34411	chrX:48777085-48777985
160705_180K_Arrays-35835	chrX:48777085-48777985
160705_180K_Arrays-35836	chrX:48777085-48777985
160705_180K_Arrays-39529	chrX:48777085-48777985
160705_180K_Arrays-42655	chrX:48777085-48777985
160705_180K_Arrays-32477	chrX:48777085-48777985
160705_180K_Arrays-45212	chrX:48777085-48777985
160705_180K_Arrays-50722	chrX:48777085-48777985
160705_180K_Arrays-50162	chrX:48777085-48777985
160705_180K_Arrays-35809	chrX:48777085-48777985
160705_180K_Arrays-39347	chrX:48777085-48777985
160705_180K_Arrays-41798	chrX:48777085-48777985
160705_180K_Arrays-47500	chrX:48777085-48777985
160705_180K_Arrays-41481	chrX:48777085-48777985
160705_180K_Arrays-41225	chrX:48777085-48777985
160705_180K_Arrays-35848	chrX:48777085-48777985
160705_180K_Arrays-45037	chrX:48777085-48777985
160705_180K_Arrays-45270	chrX:48777085-48777985
160705_180K_Arrays-48455	chrX:48777085-48777985
160705_180K_Arrays-36370	chrX:48777085-48777985
160705_180K_Arrays-40656	chrX:48777085-48777985
160705_180K_Arrays-41267	chrX:48777085-48777985
160705_180K_Arrays-47549	chrX:48777085-48777985
160705_180K_Arrays-33342	chrX:48777085-48777985
160705_180K_Arrays-33343	chrX:48777085-48777985
160705_180K_Arrays-35325	chrX:48777085-48777985
160705_180K_Arrays-35008	chrX:48777085-48777985
160705_180K_Arrays-42142	chrX:48777085-48777985
160705_180K_Arrays-41154	chrX:48777085-48777985
160705_180K_Arrays-47536	chrX:48777085-48777985
160705_180K_Arrays-41164	chrX:48794265-48795305
160705_180K_Arrays-41971	chrX:48794265-48795305
160705_180K_Arrays-41130	chrX:48794265-48795305
160705_180K_Arrays-50000	chrX:48794265-48795305
160705_180K_Arrays-49999	chrX:48794265-48795305
160705_180K_Arrays-42399	chrX:48794265-48795305
160705_180K_Arrays-36568	chrX:48794265-48795305
160705_180K_Arrays-42471	chrX:48794265-48795305
160705_180K_Arrays-50283	chrX:48794265-48795305
160705_180K_Arrays-46767	chrX:48794265-48795305
160705_180K_Arrays-37533	chrX:48794265-48795305
160705_180K_Arrays-49856	chrX:48794265-48795305
160705_180K_Arrays-49361	chrX:48794265-48795305
160705_180K_Arrays-47538	chrX:48794265-48795305
160705_180K_Arrays-47296	chrX:48794265-48795305
160705_180K_Arrays-43691	chrX:48794265-48795305
160705_180K_Arrays-44976	chrX:48794265-48795305
160705_180K_Arrays-38228	chrX:48794265-48795305
160705_180K_Arrays-50478	chrX:48794265-48795305
160705_180K_Arrays-39388	chrX:48794265-48795305
160705_180K_Arrays-39367	chrX:48794265-48795305
160705_180K_Arrays-36661	chrX:48794265-48795305
160705_180K_Arrays-36475	chrX:48794265-48795305
160705_180K_Arrays-44625	chrX:48794265-48795305
160705_180K_Arrays-34797	chrX:48794265-48795305
160705_180K_Arrays-35269	chrX:48794265-48795305
160705_180K_Arrays-45257	chrX:48794265-48795305
160705_180K_Arrays-36459	chrX:48794265-48795305
160705_180K_Arrays-39560	chrX:48794265-48795305
160705_180K_Arrays-34045	chrX:48794265-48795305
160705_180K_Arrays-44393	chrX:48794265-48795305
160705_180K_Arrays-44541	chrX:48794265-48795305
160705_180K_Arrays-45259	chrX:48794265-48795305
160705_180K_Arrays-41896	chrX:48794265-48795305
160705_180K_Arrays-47919	chrX:48794265-48795305
160705_180K_Arrays-38230	chrX:48794265-48795305
160705_180K_Arrays-35838	chrX:48794265-48795305
160705_180K_Arrays-50810	chrX:48794265-48795305
160705_180K_Arrays-35379	chrX:48794265-48795305
160705_180K_Arrays-50546	chrX:48794265-48795305
160705_180K_Arrays-45611	chrX:48794265-48795305
160705_180K_Arrays-48393	chrX:48794265-48795305
160705_180K_Arrays-34545	chrX:48794265-48795305
160705_180K_Arrays-32644	chrX:48794265-48795305
160705_180K_Arrays-32645	chrX:48794265-48795305
160705_180K_Arrays-44377	chrX:48794265-48795305
160705_180K_Arrays-45201	chrX:48794265-48795305
160705_180K_Arrays-36577	chrX:48794265-48795305
160705_180K_Arrays-36578	chrX:48794265-48795305
160705_180K_Arrays-44636	chrX:48794265-48795305
160705_180K_Arrays-31923	chrX:48794265-48795305
160705_180K_Arrays-31924	chrX:48794265-48795305
160705_180K_Arrays-36232	chrX:48794265-48795305
160705_180K_Arrays-48599	chrX:48794265-48795305
160705_180K_Arrays-39036	chrX:48794265-48795305
160705_180K_Arrays-34928	chrX:48794265-48795305
160705_180K_Arrays-39520	chrX:48794265-48795305
160705_180K_Arrays-35557	chrX:48794265-48795305
160705_180K_Arrays-49621	chrX:48794265-48795305
160705_180K_Arrays-34702	chrX:48794265-48795305
160705_180K_Arrays-45187	chrX:48794265-48795305
160705_180K_Arrays-33732	chrX:48794265-48795305
160705_180K_Arrays-32428	chrX:48794265-48795305
160705_180K_Arrays-45657	chrX:48794265-48795305
160705_180K_Arrays-36619	chrX:48794265-48795305
160705_180K_Arrays-36505	chrX:48794265-48795305
160705_180K_Arrays-33168	chrX:48794265-48795305
160705_180K_Arrays-33574	chrX:48794265-48795305
160705_180K_Arrays-37748	chrX:48794265-48795305
160705_180K_Arrays-43030	chrX:48794265-48795305
160705_180K_Arrays-47095	chrX:48794265-48795305
160705_180K_Arrays-49052	chrX:48794265-48795305
160705_180K_Arrays-50496	chrX:48794265-48795305
160705_180K_Arrays-34630	chrX:48794265-48795305
160705_180K_Arrays-42645	chrX:48794265-48795305
160705_180K_Arrays-36001	chrX:48794265-48795305
160705_180K_Arrays-44187	chrX:48794265-48795305
160705_180K_Arrays-36314	chrX:48794265-48795305
160705_180K_Arrays-50630	chrX:48794265-48795305
160705_180K_Arrays-32404	chrX:48794265-48795305
160705_180K_Arrays-49499	chrX:48794265-48795305
160705_180K_Arrays-50594	chrX:48794265-48795305
160705_180K_Arrays-44243	chrX:48794265-48795305
160705_180K_Arrays-34680	chrX:48794265-48795305
160705_180K_Arrays-46006	chrX:48794265-48795305
160705_180K_Arrays-31853	chrX:48794265-48795305
160705_180K_Arrays-32273	chrX:48794265-48795305
160705_180K_Arrays-50627	chrX:48794265-48795305
160705_180K_Arrays-49788	chrX:48794265-48795305
160705_180K_Arrays-31956	chrX:48794265-48795305
160705_180K_Arrays-34988	chrX:48794265-48795305
160705_180K_Arrays-48367	chrX:48794265-48795305
160705_180K_Arrays-43497	chrX:48794265-48795305
160705_180K_Arrays-34813	chrX:48794265-48795305
160705_180K_Arrays-34814	chrX:48794265-48795305
160705_180K_Arrays-38585	chrX:48794265-48795305
160705_180K_Arrays-33269	chrX:48794265-48795305
160705_180K_Arrays-38696	chrX:48794265-48795305
160705_180K_Arrays-36868	chrX:48794265-48795305
160705_180K_Arrays-49767	chrX:48794265-48795305
160705_180K_Arrays-33812	chrX:48794265-48795305
160705_180K_Arrays-36767	chrX:48794265-48795305
160705_180K_Arrays-39651	chrX:48794265-48795305
160705_180K_Arrays-39650	chrX:48794265-48795305
160705_180K_Arrays-48201	chrX:48794265-48795305
160705_180K_Arrays-33703	chrX:48794265-48795305
160705_180K_Arrays-34693	chrX:48794265-48795305
160705_180K_Arrays-42854	chrX:48794265-48795305
160705_180K_Arrays-49425	chrX:48794265-48795305
160705_180K_Arrays-49683	chrX:48794265-48795305
160705_180K_Arrays-43966	chrX:48794265-48795305
160705_180K_Arrays-48445	chrX:48794265-48795305
160705_180K_Arrays-37190	chrX:48794265-48795305
160705_180K_Arrays-46544	chrX:48794265-48795305
160705_180K_Arrays-36183	chrX:48794265-48795305
160705_180K_Arrays-46547	chrX:48794265-48795305
160705_180K_Arrays-40042	chrX:48794265-48795305
160705_180K_Arrays-41575	chrX:48794265-48795305
160705_180K_Arrays-41494	chrX:48794265-48795305
160705_180K_Arrays-39307	chrX:48794265-48795305
160705_180K_Arrays-38366	chrX:48794265-48795305
160705_180K_Arrays-46295	chrX:48794265-48795305
160705_180K_Arrays-45667	chrX:48794265-48795305
160705_180K_Arrays-50368	chrX:48794265-48795305
160705_180K_Arrays-45731	chrX:48794265-48795305
160705_180K_Arrays-37315	chrX:48794265-48795305
160705_180K_Arrays-46714	chrX:48794265-48795305
160705_180K_Arrays-37222	chrX:48794265-48795305
160705_180K_Arrays-36821	chrX:48794265-48795305
160705_180K_Arrays-33276	chrX:48794265-48795305
160705_180K_Arrays-47770	chrX:48794265-48795305
160705_180K_Arrays-42525	chrX:48794265-48795305
160705_180K_Arrays-44524	chrX:48794265-48795305
160705_180K_Arrays-46973	chrX:48794265-48795305
160705_180K_Arrays-50217	chrX:48794265-48795305
160705_180K_Arrays-37521	chrX:48794265-48795305
160705_180K_Arrays-44658	chrX:48794265-48795305
160705_180K_Arrays-36881	chrX:48794265-48795305
160705_180K_Arrays-32195	chrX:48794265-48795305
160705_180K_Arrays-39683	chrX:48794265-48795305
160705_180K_Arrays-40519	chrX:48794265-48795305
160705_180K_Arrays-40518	chrX:48794265-48795305
160705_180K_Arrays-41109	chrX:48794265-48795305
160705_180K_Arrays-48058	chrX:48794265-48795305
160705_180K_Arrays-43812	chrX:48794265-48795305
160705_180K_Arrays-44964	chrX:48794265-48795305
160705_180K_Arrays-34251	chrX:48794265-48795305
160705_180K_Arrays-44673	chrX:48794265-48795305
160705_180K_Arrays-33369	chrX:48794265-48795305
160705_180K_Arrays-45723	chrX:48794265-48795305
160705_180K_Arrays-50199	chrX:48794265-48795305
160705_180K_Arrays-50589	chrX:48797725-48798225
160705_180K_Arrays-49552	chrX:48797725-48798225
160705_180K_Arrays-49564	chrX:48797725-48798225
160705_180K_Arrays-43920	chrX:48797725-48798225
160705_180K_Arrays-43016	chrX:48797725-48798225
160705_180K_Arrays-34264	chrX:48797725-48798225
160705_180K_Arrays-36446	chrX:48797725-48798225
160705_180K_Arrays-35674	chrX:48797725-48798225
160705_180K_Arrays-36403	chrX:48797725-48798225
160705_180K_Arrays-45872	chrX:48797725-48798225
160705_180K_Arrays-50189	chrX:48797725-48798225
160705_180K_Arrays-47704	chrX:48797725-48798225
160705_180K_Arrays-36334	chrX:48797725-48798225
160705_180K_Arrays-39436	chrX:48797725-48798225
160705_180K_Arrays-36029	chrX:48797725-48798225
160705_180K_Arrays-39825	chrX:48797725-48798225
160705_180K_Arrays-48695	chrX:48797725-48798225
160705_180K_Arrays-39862	chrX:48797725-48798225
160705_180K_Arrays-49420	chrX:48797725-48798225
160705_180K_Arrays-49281	chrX:48797725-48798225
160705_180K_Arrays-33942	chrX:48797725-48798225
160705_180K_Arrays-38467	chrX:48797725-48798225
160705_180K_Arrays-47486	chrX:48797725-48798225
160705_180K_Arrays-40985	chrX:48797725-48798225
160705_180K_Arrays-40628	chrX:48797725-48798225
160705_180K_Arrays-47408	chrX:48797725-48798225
160705_180K_Arrays-36986	chrX:48797725-48798225
160705_180K_Arrays-39717	chrX:48797725-48798225
160705_180K_Arrays-34086	chrX:48797725-48798225
160705_180K_Arrays-36901	chrX:48797725-48798225
160705_180K_Arrays-43078	chrX:48797725-48798225
160705_180K_Arrays-35996	chrX:48797725-48798225
160705_180K_Arrays-46648	chrX:48797725-48798225
160705_180K_Arrays-48432	chrX:48797725-48798225
160705_180K_Arrays-50032	chrX:48797725-48798225
160705_180K_Arrays-46106	chrX:48797725-48798225
160705_180K_Arrays-49759	chrX:48797725-48798225
160705_180K_Arrays-43985	chrX:48797725-48798225
160705_180K_Arrays-36865	chrX:48797725-48798225
160705_180K_Arrays-33130	chrX:48797725-48798225
160705_180K_Arrays-41578	chrX:48797725-48798225
160705_180K_Arrays-41661	chrX:48797725-48798225
160705_180K_Arrays-32339	chrX:48797725-48798225
160705_180K_Arrays-46113	chrX:48797725-48798225
160705_180K_Arrays-31966	chrX:48797725-48798225
160705_180K_Arrays-33358	chrX:48797725-48798225
160705_180K_Arrays-49919	chrX:48797725-48798225
160705_180K_Arrays-43117	chrX:48797725-48798225
160705_180K_Arrays-35529	chrX:48797725-48798225
160705_180K_Arrays-46118	chrX:48797725-48798225
160705_180K_Arrays-48327	chrX:48797725-48798225
160705_180K_Arrays-31996	chrX:48797725-48798225
160705_180K_Arrays-32454	chrX:48797725-48798225
160705_180K_Arrays-40424	chrX:48797725-48798225
160705_180K_Arrays-47360	chrX:48797725-48798225
160705_180K_Arrays-44536	chrX:48797725-48798225
160705_180K_Arrays-34905	chrX:48797725-48798225
160705_180K_Arrays-42661	chrX:48797725-48798225
160705_180K_Arrays-45658	chrX:48797725-48798225
160705_180K_Arrays-36972	chrX:48797725-48798225
160705_180K_Arrays-36971	chrX:48797725-48798225
160705_180K_Arrays-40404	chrX:48797725-48798225
160705_180K_Arrays-39583	chrX:48797725-48798225
160705_180K_Arrays-41720	chrX:48797725-48798225
160705_180K_Arrays-38160	chrX:48797725-48798225
160705_180K_Arrays-48553	chrX:48797725-48798225
160705_180K_Arrays-48552	chrX:48797725-48798225
160705_180K_Arrays-44237	chrX:48797725-48798225
160705_180K_Arrays-45176	chrX:48797725-48798225
160705_180K_Arrays-38367	chrX:48797725-48798225
160705_180K_Arrays-44081	chrX:48797725-48798225
160705_180K_Arrays-32255	chrX:48797725-48798225
160705_180K_Arrays-35053	chrX:48797725-48798225
160705_180K_Arrays-34106	chrX:48797725-48798225
160705_180K_Arrays-43935	chrX:48797725-48798225
160705_180K_Arrays-45158	chrX:48797725-48798225
160705_180K_Arrays-35083	chrX:48797725-48798225
160705_180K_Arrays-32795	chrX:48797725-48798225
160705_180K_Arrays-38472	chrX:48798965-48799505
160705_180K_Arrays-34656	chrX:48798965-48799505
160705_180K_Arrays-44271	chrX:48798965-48799505
160705_180K_Arrays-34650	chrX:48798965-48799505
160705_180K_Arrays-48194	chrX:48798965-48799505
160705_180K_Arrays-33263	chrX:48798965-48799505
160705_180K_Arrays-36786	chrX:48798965-48799505
160705_180K_Arrays-48931	chrX:48798965-48799505
160705_180K_Arrays-37786	chrX:48798965-48799505
160705_180K_Arrays-39922	chrX:48798965-48799505
160705_180K_Arrays-39557	chrX:48798965-48799505
160705_180K_Arrays-49642	chrX:48798965-48799505
160705_180K_Arrays-50178	chrX:48798965-48799505
160705_180K_Arrays-39762	chrX:48798965-48799505
160705_180K_Arrays-42956	chrX:48798965-48799505
160705_180K_Arrays-46384	chrX:48798965-48799505
160705_180K_Arrays-34893	chrX:48798965-48799505
160705_180K_Arrays-49253	chrX:48798965-48799505
160705_180K_Arrays-32880	chrX:48798965-48799505
160705_180K_Arrays-38299	chrX:48798965-48799505
160705_180K_Arrays-48604	chrX:48798965-48799505
160705_180K_Arrays-46727	chrX:48798965-48799505
160705_180K_Arrays-49986	chrX:48798965-48799505
160705_180K_Arrays-50329	chrX:48798965-48799505
160705_180K_Arrays-38118	chrX:48798965-48799505
160705_180K_Arrays-32097	chrX:48798965-48799505
160705_180K_Arrays-46669	chrX:48798965-48799505
160705_180K_Arrays-44347	chrX:48798965-48799505
160705_180K_Arrays-50576	chrX:48798965-48799505
160705_180K_Arrays-50824	chrX:48798965-48799505
160705_180K_Arrays-44318	chrX:48798965-48799505
160705_180K_Arrays-37275	chrX:48798965-48799505
160705_180K_Arrays-36312	chrX:48798965-48799505
160705_180K_Arrays-34227	chrX:48798965-48799505
160705_180K_Arrays-34465	chrX:48798965-48799505
160705_180K_Arrays-33737	chrX:48798965-48799505
160705_180K_Arrays-35309	chrX:48798965-48799505
160705_180K_Arrays-35104	chrX:48798965-48799505
160705_180K_Arrays-35401	chrX:48798965-48799505
160705_180K_Arrays-44312	chrX:48798965-48799505
160705_180K_Arrays-47999	chrX:48798965-48799505
160705_180K_Arrays-34075	chrX:48798965-48799505
160705_180K_Arrays-47876	chrX:48798965-48799505
160705_180K_Arrays-34746	chrX:48798965-48799505
160705_180K_Arrays-49491	chrX:48798965-48799505
160705_180K_Arrays-36117	chrX:48798965-48799505
160705_180K_Arrays-44413	chrX:48798965-48799505
160705_180K_Arrays-33083	chrX:48798965-48799505
160705_180K_Arrays-33082	chrX:48798965-48799505
160705_180K_Arrays-34076	chrX:48798965-48799505
160705_180K_Arrays-50063	chrX:48798965-48799505
160705_180K_Arrays-36872	chrX:48798965-48799505
160705_180K_Arrays-38770	chrX:48798965-48799505
160705_180K_Arrays-34277	chrX:48798965-48799505
160705_180K_Arrays-40468	chrX:48798965-48799505
160705_180K_Arrays-40632	chrX:48798965-48799505
160705_180K_Arrays-38332	chrX:48798965-48799505
160705_180K_Arrays-39672	chrX:48798965-48799505
160705_180K_Arrays-36851	chrX:48798965-48799505
160705_180K_Arrays-47790	chrX:48798965-48799505
160705_180K_Arrays-43664	chrX:48798965-48799505
160705_180K_Arrays-31857	chrX:48798965-48799505
160705_180K_Arrays-32122	chrX:48798965-48799505
160705_180K_Arrays-39879	chrX:48798965-48799505
160705_180K_Arrays-37745	chrX:48798965-48799505
160705_180K_Arrays-32049	chrX:48798965-48799505
160705_180K_Arrays-31874	chrX:48798965-48799505
160705_180K_Arrays-31875	chrX:48798965-48799505
160705_180K_Arrays-50770	chrX:48798965-48799505
160705_180K_Arrays-32547	chrX:48798965-48799505
160705_180K_Arrays-32121	chrX:48798965-48799505
160705_180K_Arrays-33548	chrX:48798965-48799505
160705_180K_Arrays-45770	chrX:48798965-48799505
160705_180K_Arrays-37619	chrX:48798965-48799505
160705_180K_Arrays-49178	chrX:48798965-48799505
160705_180K_Arrays-45128	chrX:48798965-48799505
160705_180K_Arrays-36072	chrX:48798965-48799505
160705_180K_Arrays-36071	chrX:48798965-48799505
160705_180K_Arrays-33537	chrX:48798965-48799505
160705_180K_Arrays-32379	chrX:48798965-48799505
160705_180K_Arrays-45991	chrX:48798965-48799505
160705_180K_Arrays-49805	chrX:48798965-48799505
160705_180K_Arrays-43738	chrX:48798965-48799505
160705_180K_Arrays-34027	chrX:48798965-48799505
160705_180K_Arrays-45255	chrX:48798965-48799505
160705_180K_Arrays-49234	chrX:48798965-48799505
160705_180K_Arrays-48797	chrX:48798965-48799505
160705_180K_Arrays-44937	chrX:48798965-48799505
160705_180K_Arrays-32213	chrX:48798965-48799505
160705_180K_Arrays-48193	chrX:48798965-48799505
160705_180K_Arrays-38991	chrX:48800185-48800685
160705_180K_Arrays-44031	chrX:48800185-48800685
160705_180K_Arrays-44032	chrX:48800185-48800685
160705_180K_Arrays-39451	chrX:48800185-48800685
160705_180K_Arrays-43843	chrX:48800185-48800685
160705_180K_Arrays-50703	chrX:48800185-48800685
160705_180K_Arrays-50093	chrX:48800185-48800685
160705_180K_Arrays-48844	chrX:48800185-48800685
160705_180K_Arrays-37414	chrX:48800185-48800685
160705_180K_Arrays-46750	chrX:48800185-48800685
160705_180K_Arrays-50343	chrX:48800185-48800685
160705_180K_Arrays-48510	chrX:48800185-48800685
160705_180K_Arrays-40191	chrX:48800185-48800685
160705_180K_Arrays-50144	chrX:48800185-48800685
160705_180K_Arrays-47213	chrX:48800185-48800685
160705_180K_Arrays-50597	chrX:48800185-48800685
160705_180K_Arrays-50596	chrX:48800185-48800685
160705_180K_Arrays-36496	chrX:48800185-48800685
160705_180K_Arrays-33100	chrX:48800185-48800685
160705_180K_Arrays-34380	chrX:48800185-48800685
160705_180K_Arrays-41043	chrX:48800185-48800685
160705_180K_Arrays-48529	chrX:48800185-48800685
160705_180K_Arrays-41065	chrX:48800185-48800685
160705_180K_Arrays-43348	chrX:48800185-48800685
160705_180K_Arrays-35002	chrX:48800185-48800685
160705_180K_Arrays-44293	chrX:48800185-48800685
160705_180K_Arrays-35338	chrX:48800185-48800685
160705_180K_Arrays-36308	chrX:48800185-48800685
160705_180K_Arrays-44814	chrX:48800185-48800685
160705_180K_Arrays-50223	chrX:48800185-48800685
160705_180K_Arrays-44956	chrX:48800185-48800685
160705_180K_Arrays-43948	chrX:48800185-48800685
160705_180K_Arrays-49645	chrX:48800185-48800685
160705_180K_Arrays-43280	chrX:48800185-48800685
160705_180K_Arrays-43655	chrX:48800185-48800685
160705_180K_Arrays-41659	chrX:48800185-48800685
160705_180K_Arrays-40484	chrX:48800185-48800685
160705_180K_Arrays-46930	chrX:48800185-48800685
160705_180K_Arrays-36470	chrX:48800185-48800685
160705_180K_Arrays-36471	chrX:48800185-48800685
160705_180K_Arrays-49432	chrX:48800185-48800685
160705_180K_Arrays-34653	chrX:48800185-48800685
160705_180K_Arrays-32664	chrX:48800185-48800685
160705_180K_Arrays-33746	chrX:48800185-48800685
160705_180K_Arrays-32438	chrX:48800185-48800685
160705_180K_Arrays-33714	chrX:48800185-48800685
160705_180K_Arrays-49575	chrX:48800185-48800685
160705_180K_Arrays-47697	chrX:48800185-48800685
160705_180K_Arrays-38785	chrX:48800185-48800685
160705_180K_Arrays-47505	chrX:48800185-48800685
160705_180K_Arrays-47584	chrX:48800185-48800685
160705_180K_Arrays-47585	chrX:48800185-48800685
160705_180K_Arrays-45815	chrX:48800185-48800685
160705_180K_Arrays-48444	chrX:48800985-48801485
160705_180K_Arrays-40378	chrX:48800985-48801485
160705_180K_Arrays-39515	chrX:48800985-48801485
160705_180K_Arrays-39596	chrX:48800985-48801485
160705_180K_Arrays-36583	chrX:48800985-48801485
160705_180K_Arrays-45550	chrX:48800985-48801485
160705_180K_Arrays-34748	chrX:48800985-48801485
160705_180K_Arrays-39587	chrX:48800985-48801485
160705_180K_Arrays-35126	chrX:48800985-48801485
160705_180K_Arrays-38737	chrX:48800985-48801485
160705_180K_Arrays-33856	chrX:48800985-48801485
160705_180K_Arrays-38685	chrX:48800985-48801485
160705_180K_Arrays-40594	chrX:48800985-48801485
160705_180K_Arrays-34787	chrX:48800985-48801485
160705_180K_Arrays-32556	chrX:48800985-48801485
160705_180K_Arrays-34785	chrX:48800985-48801485
160705_180K_Arrays-36497	chrX:48800985-48801485
160705_180K_Arrays-35670	chrX:48800985-48801485
160705_180K_Arrays-46510	chrX:48800985-48801485
160705_180K_Arrays-31921	chrX:48800985-48801485
160705_180K_Arrays-47079	chrX:48800985-48801485
160705_180K_Arrays-36795	chrX:48800985-48801485
160705_180K_Arrays-45675	chrX:48800985-48801485
160705_180K_Arrays-33549	chrX:48800985-48801485
160705_180K_Arrays-32445	chrX:48800985-48801485
160705_180K_Arrays-46753	chrX:48800985-48801485
160705_180K_Arrays-38780	chrX:48800985-48801485
160705_180K_Arrays-47649	chrX:48800985-48801485
160705_180K_Arrays-41715	chrX:48800985-48801485
160705_180K_Arrays-40658	chrX:48800985-48801485
160705_180K_Arrays-40172	chrX:48800985-48801485
160705_180K_Arrays-38664	chrX:48800985-48801485
160705_180K_Arrays-36195	chrX:48800985-48801485
160705_180K_Arrays-33751	chrX:48800985-48801485
160705_180K_Arrays-39493	chrX:48800985-48801485
160705_180K_Arrays-40373	chrX:48800985-48801485
160705_180K_Arrays-38453	chrX:48800985-48801485
160705_180K_Arrays-45492	chrX:48800985-48801485
160705_180K_Arrays-32165	chrX:48800985-48801485
160705_180K_Arrays-39542	chrX:48800985-48801485
160705_180K_Arrays-48293	chrX:48800985-48801485
160705_180K_Arrays-33782	chrX:48800985-48801485
160705_180K_Arrays-32449	chrX:48800985-48801485
160705_180K_Arrays-39277	chrX:48800985-48801485
160705_180K_Arrays-33966	chrX:48800985-48801485
160705_180K_Arrays-44425	chrX:48800985-48801485
160705_180K_Arrays-45218	chrX:48800985-48801485
160705_180K_Arrays-39059	chrX:48800985-48801485
160705_180K_Arrays-34973	chrX:48800985-48801485
160705_180K_Arrays-37270	chrX:48800985-48801485
160705_180K_Arrays-33414	chrX:48800985-48801485
160705_180K_Arrays-36097	chrX:48802945-48803465
160705_180K_Arrays-42983	chrX:48802945-48803465
160705_180K_Arrays-36616	chrX:48802945-48803465
160705_180K_Arrays-33590	chrX:48802945-48803465
160705_180K_Arrays-47080	chrX:48802945-48803465
160705_180K_Arrays-48250	chrX:48802945-48803465
160705_180K_Arrays-46079	chrX:48802945-48803465
160705_180K_Arrays-34641	chrX:48802945-48803465
160705_180K_Arrays-41020	chrX:48802945-48803465
160705_180K_Arrays-45852	chrX:48802945-48803465
160705_180K_Arrays-37453	chrX:48802945-48803465
160705_180K_Arrays-38712	chrX:48802945-48803465
160705_180K_Arrays-38808	chrX:48802945-48803465
160705_180K_Arrays-49397	chrX:48802945-48803465
160705_180K_Arrays-45801	chrX:48802945-48803465
160705_180K_Arrays-46706	chrX:48802945-48803465
160705_180K_Arrays-38294	chrX:48802945-48803465
160705_180K_Arrays-49672	chrX:48802945-48803465
160705_180K_Arrays-48182	chrX:48802945-48803465
160705_180K_Arrays-47218	chrX:48802945-48803465
160705_180K_Arrays-39743	chrX:48802945-48803465
160705_180K_Arrays-32622	chrX:48802945-48803465
160705_180K_Arrays-34456	chrX:48802945-48803465
160705_180K_Arrays-40050	chrX:48802945-48803465
160705_180K_Arrays-47524	chrX:48802945-48803465
160705_180K_Arrays-36438	chrX:48802945-48803465
160705_180K_Arrays-33104	chrX:48802945-48803465
160705_180K_Arrays-33103	chrX:48802945-48803465
160705_180K_Arrays-36234	chrX:48802945-48803465
160705_180K_Arrays-49422	chrX:48802945-48803465
160705_180K_Arrays-49421	chrX:48802945-48803465
